year,electricity_price,industry_value_added
2014.0,19.801621621621624,26.493965032650614
2015.0,18.745652173913044,25.221083859222222
2016.0,17.485326086956523,24.841173317444337
2017.0,16.72826086956522,25.323717904995245
2018.0,16.338378378378376,26.03622434649324
2019.0,16.968108108108108,25.797861470799624
