country,country_code,indicator_name,indicator_code,year,industry_value_added
Benin,BEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,10.2269747245557
Burkina Faso,BFA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,19.9138430386342
Bangladesh,BGD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,6.97381556958263
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,0.0
Botswana,BWA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,13.3305060134328
Chile,CHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,34.9892294367181
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,44.2951197990905
Cote d'Ivoire,CIV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,13.1387841021551
"Congo, Rep.",COG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,17.0278623527498
Costa Rica,CRI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,20.1363383928447
East Asia & Pacific (excluding high income),EAP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,48.34963633507
East Asia & Pacific,EAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,94.1454729110444
Ecuador,ECU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,22.0207609495594
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,21.5592572364828
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,30.5286971812109
Gabon,GAB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,33.91758096792
Guyana,GUY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,27.8615490061686
Honduras,HND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,14.7482392515505
IBRD only,IBD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,46.4025337222846
IDA & IBRD total,IBT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,45.3666891530196
India,IND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,20.8343434545716
"Iran, Islamic Rep.",IRN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,25.747575219078
Kenya,KEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,16.8899002147668
"Korea, Rep.",KOR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,17.2647527910686
Sri Lanka,LKA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,20.687159082104
Lower middle income,LMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,31.9011782929262
Low & middle income,LMY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,43.6476722673248
Late-demographic dividend,LTE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,62.476260142048
Middle income,MIC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,44.9548769097346
Malaysia,MYS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,24.7115632458234
Niger,NER,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,3.88588809226447
Pakistan,PAK,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,14.5737649826369
Peru,PER,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,28.2175206392332
Philippines,PHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,34.6102115941058
Puerto Rico (US),PRI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,27.6257462024942
South Asia,SAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,19.3222133691311
Sudan,SDN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,12.5701172870984
Senegal,SEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,13.6213953408618
Singapore,SGP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,16.3576527301381
"Somalia, Fed. Rep.",SOM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,6.96664046092708
Suriname,SUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,41.6959357752132
Chad,TCD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,9.19507955244028
East Asia & Pacific (IDA & IBRD countries),TEA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,48.3323894359241
Thailand,THA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,18.5164920445915
South Asia (IDA & IBRD),TSA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,19.3222133691311
Turkiye,TUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,17.3274596182085
Uganda,UGA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,12.8160079296246
Upper middle income,UMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,52.6291948721846
South Africa,ZAF,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,32.4691950712114
Zambia,ZMB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1960,62.1518733720697
Benin,BEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,9.81330180282074
Burkina Faso,BFA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,19.8945260581446
Bangladesh,BGD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,6.79411774906471
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,0.0
Botswana,BWA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,12.2975254408832
Chile,CHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,34.9331124463066
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,31.8649283342781
Cote d'Ivoire,CIV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,13.8789745254135
"Congo, Rep.",COG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,18.0107513527578
Costa Rica,CRI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,20.3666356274042
East Asia & Pacific (excluding high income),EAP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,36.3981254464976
East Asia & Pacific,EAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,62.5829754342134
Ecuador,ECU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,21.6682342490954
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,22.05468949655
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,30.8733542381767
Gabon,GAB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,31.5653631491396
Guyana,GUY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,28.1230382925298
Honduras,HND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,15.2692231273594
IBRD only,IBD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,37.3060940994278
IDA & IBRD total,IBT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,36.8060261469311
India,IND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,21.4348439741111
"Iran, Islamic Rep.",IRN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,27.8282147162268
Kenya,KEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,17.1380695104351
"Korea, Rep.",KOR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,17.8276658963354
Sri Lanka,LKA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,20.55453456
Lower middle income,LMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,32.6396151202345
Low & middle income,LMY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,35.1215339589129
Late-demographic dividend,LTE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,44.0211377346158
Middle income,MIC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,36.0993888115887
Mauritania,MRT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,29.8485744034143
Malaysia,MYS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,27.0996976983854
Niger,NER,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,3.44635845910062
Oman,OMN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,7.97546012269939
Pakistan,PAK,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,15.6528832916943
Peru,PER,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,27.6785327704936
Philippines,PHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,35.1847837975718
Papua New Guinea,PNG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,13.4492223238792
South Asia,SAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,19.7379191396263
Sudan,SDN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,11.8130577736026
Senegal,SEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,14.5277445374314
Singapore,SGP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,16.8624770367839
"Somalia, Fed. Rep.",SOM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,6.55953281213302
Suriname,SUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,38.3008356545961
Chad,TCD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,9.77648558661203
East Asia & Pacific (IDA & IBRD countries),TEA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,36.3851417956108
Thailand,THA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,19.1646535122982
South Asia (IDA & IBRD),TSA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,19.7379191396263
Turkiye,TUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,17.2461752433936
Uganda,UGA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,12.8286334262394
Upper middle income,UMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,37.6645043670107
South Africa,ZAF,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,32.7162367223065
Zambia,ZMB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1961,59.4173163725892
Benin,BEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,9.79130917171242
Burkina Faso,BFA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,19.3676452476282
Bangladesh,BGD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,7.96386176172682
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,0.0
Botswana,BWA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,11.3741577939216
Chile,CHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,36.8119948041159
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,31.2440971924101
Cote d'Ivoire,CIV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,13.9819108863633
"Congo, Rep.",COG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,17.8921543504908
Costa Rica,CRI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,20.4198806979375
East Asia & Pacific (excluding high income),EAP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,35.6442101779709
East Asia & Pacific,EAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,55.4284045289985
Ecuador,ECU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,21.6932805334099
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,24.7564785884948
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,30.2173260066788
Gabon,GAB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,30.6017319721469
Guyana,GUY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,31.8073010173549
Honduras,HND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,15.9169875105644
IBRD only,IBD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,36.5665766101547
IDA & IBRD total,IBT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,35.9282832143465
India,IND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,22.0526001363748
"Iran, Islamic Rep.",IRN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,29.5449602403599
Kenya,KEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,15.4286588458886
"Korea, Rep.",KOR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,17.8231292517007
Sri Lanka,LKA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,21.0862170157819
Lower middle income,LMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,31.9493688198488
Low & middle income,LMY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,34.1342434496257
Late-demographic dividend,LTE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,41.9221234459471
Middle income,MIC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,35.2253549498348
Mauritania,MRT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,25.3133119837736
Malaysia,MYS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,30.7818051248572
Niger,NER,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,3.51969160719479
Oman,OMN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,23.3830845771144
Pakistan,PAK,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,16.6285018270402
Peru,PER,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,27.6996159215618
Philippines,PHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,34.8656666700212
Papua New Guinea,PNG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,14.2367066895369
Paraguay,PRY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,18.0561080795635
South Asia,SAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,20.428586160159
Sudan,SDN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,11.6540540540541
Senegal,SEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,15.0666914814619
Singapore,SGP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,17.5938006563081
"Somalia, Fed. Rep.",SOM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,6.17691539735687
Suriname,SUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,36.0309944037882
Chad,TCD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,8.87296728964118
East Asia & Pacific (IDA & IBRD countries),TEA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,35.6314954577647
Thailand,THA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,20.9429427190633
South Asia (IDA & IBRD),TSA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,20.428586160159
Turkiye,TUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,17.0610211706102
Uganda,UGA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,12.1167341335985
Upper middle income,UMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,36.6756938407138
South Africa,ZAF,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,32.8530670470756
Zambia,ZMB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1962,58.037922506183
Benin,BEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,11.4694195815885
Burkina Faso,BFA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,20.6236673558882
Bangladesh,BGD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,7.80459286326724
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,0.0
Botswana,BWA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,10.6134343367613
Chile,CHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,38.7327722913936
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,33.0002398273243
Cote d'Ivoire,CIV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,14.7002064215418
"Congo, Rep.",COG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,17.7725109223739
Costa Rica,CRI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,21.3559695251784
East Asia & Pacific (excluding high income),EAP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,37.2597655219022
East Asia & Pacific,EAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,56.6688884504183
Ecuador,ECU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,22.1594133593675
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,25.0480637187586
Fiji,FJI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,22.8599221789883
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,29.808073016489
Gabon,GAB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,38.1333619190143
Guyana,GUY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,29.6382343179555
Honduras,HND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,15.672990063234
IBRD only,IBD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,37.1992980527873
IDA & IBRD total,IBT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,36.3899726927286
India,IND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,21.8794758332279
"Iran, Islamic Rep.",IRN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,30.8629517793278
Kenya,KEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,13.9790024866669
"Korea, Rep.",KOR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,18.0038387715931
Sri Lanka,LKA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,20.6927667976158
Lower middle income,LMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,32.2755685347516
Low & middle income,LMY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,34.5507314110232
Lesotho,LSO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,2.36517857142857
Late-demographic dividend,LTE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,42.832006402136
Middle income,MIC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,35.8883602913431
Mauritania,MRT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,21.4120927804307
Malaysia,MYS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,26.988909422176
Niger,NER,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,3.61364420832955
Oman,OMN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,24.2990654205607
Pakistan,PAK,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,18.1072011608924
Peru,PER,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,26.0117723163665
Philippines,PHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,35.4997189205613
Papua New Guinea,PNG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,15.3814935064935
Puerto Rico (US),PRI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,31.01217003771
Paraguay,PRY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,17.9951004713471
South Asia,SAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,20.4221498481599
Sudan,SDN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,12.8799149840595
Senegal,SEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,14.6309724493315
Singapore,SGP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,18.7789248843005
"Somalia, Fed. Rep.",SOM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,5.81643828575029
Suriname,SUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,34.9741961095673
Chad,TCD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,9.37983788893364
East Asia & Pacific (IDA & IBRD countries),TEA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,37.2464745135955
Togo,TGO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,19.7530722229897
Thailand,THA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,21.0270025450935
South Asia (IDA & IBRD),TSA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,20.4221498481599
Turkiye,TUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,16.9527896995708
Uganda,UGA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,13.3918217727277
Upper middle income,UMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,37.5536187864187
South Africa,ZAF,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,33.2774409905843
Zambia,ZMB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1963,57.7419996024647
Benin,BEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,10.7934373721091
Burkina Faso,BFA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,20.0814430026433
Bangladesh,BGD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,10.4230244561503
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,0.0
Botswana,BWA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,13.4939379625256
Chile,CHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,39.600174368829
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,35.2617641067427
Cote d'Ivoire,CIV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,16.0638070917514
"Congo, Rep.",COG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,17.8021954522406
Costa Rica,CRI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,21.7227402336079
East Asia & Pacific (excluding high income),EAP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,39.7053276786142
East Asia & Pacific,EAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,60.1427607280649
Ecuador,ECU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,23.7626962629612
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,25.040293040293
Fiji,FJI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,23.6510791366906
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,30.2790130795825
Gabon,GAB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,30.7543888853353
Guyana,GUY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,31.6262353998203
Honduras,HND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,17.848079851125
IBRD only,IBD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,38.6128746889124
IDA & IBRD total,IBT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,38.5397970510737
India,IND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,20.9552885443107
"Iran, Islamic Rep.",IRN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,31.4020558314607
Kenya,KEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,15.4723912808443
"Korea, Rep.",KOR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,19.2602555480834
Sri Lanka,LKA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,20.3913657898114
Lower middle income,LMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,32.2776213210978
Low & middle income,LMY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,36.4167207013185
Lesotho,LSO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,3.67196765498652
Late-demographic dividend,LTE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,47.7960345451823
Middle income,MIC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,37.288770061844
Mauritania,MRT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,30.2410705784453
Malaysia,MYS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,29.419827775742
Niger,NER,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,3.59934388238874
Oman,OMN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,23.9819004524887
Pakistan,PAK,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,18.7404179778907
Peru,PER,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,26.770492878104
Philippines,PHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1964,34.8819048431074
